STATEFP,COUNTYFP,TRACTCE,GEOID,NAME_x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME_y,GEO_ID,white_popu,non-hispan,black_popu,asian_popu,hispanic_p,total_popu,median_hou,per_capita,built_age,less_highs,bachelor,totaleduca,male_und18,female_und,male65_66,male67_69,male70_74,male75_79,male80_84,male85_,fema_65_66,fema_67_69,fema70_74,fema75_79,fema80_84,fema85_,state,county,tract
42,101,018001,42101018001,180.01,Census Tract 180.01,G5020,S,387382,0,+39.9810569,-075.1128000,"Census Tract 180.01, Philadelphia County, Pennsylvania",1400000US42101018001,2242,2126,68,56,273,2627,61027,34833,1209,292,318,2049,215,229,13,8,59,6,20,1,22,31,33,10,66,0,42,101,018001
42,101,011000,42101011000,110,Census Tract 110,G5020,S,472867,0,+39.9737291,-075.2062951,"Census Tract 110, Philadelphia County, Pennsylvania",1400000US42101011000,189,189,3331,49,110,3837,16910,13401,2005,620,56,2282,637,668,25,49,20,8,7,49,50,88,15,9,52,62,42,101,011000
42,101,011100,42101011100,111,Census Tract 111,G5020,S,1301616,0,+39.9752012,-075.2215750,"Census Tract 111, Philadelphia County, Pennsylvania",1400000US42101011100,201,201,3175,2,33,3426,31131,16085,1788,228,252,2192,418,524,31,34,42,24,27,0,44,45,19,44,33,54,42,101,011100
42,101,011300,42101011300,113,Census Tract 113,G5020,S,335526,0,+39.9786589,-075.2353332,"Census Tract 113, Philadelphia County, Pennsylvania",1400000US42101011300,12,12,3019,0,29,3031,34844,14700,1374,200,67,1888,484,510,8,10,50,29,0,29,90,35,46,69,29,15,42,101,011300
42,101,011400,42101011400,114,Census Tract 114,G5020,S,972947,0,+39.9807388,-075.2440178,"Census Tract 114, Philadelphia County, Pennsylvania",1400000US42101011400,38,23,6205,28,126,6362,37911,26633,3123,640,631,4496,699,721,69,63,90,107,4,27,91,72,149,142,64,180,42,101,011400
42,101,011500,42101011500,115,Census Tract 115,G5020,S,370456,0,+39.9773687,-075.2518303,"Census Tract 115, Philadelphia County, Pennsylvania",1400000US42101011500,149,149,4376,0,131,4612,49056,23367,1778,241,559,2989,578,662,38,61,27,11,0,19,43,72,28,62,93,0,42,101,011500
42,101,011800,42101011800,118,Census Tract 118,G5020,S,914502,0,+39.9852922,-075.2357403,"Census Tract 118, Philadelphia County, Pennsylvania",1400000US42101011800,139,111,5856,9,125,6169,41071,23133,2407,544,516,4724,465,377,0,36,127,95,49,58,91,115,209,245,147,66,42,101,011800
42,101,011900,42101011900,119,Census Tract 119,G5020,S,690903,0,+39.9861159,-075.2288442,"Census Tract 119, Philadelphia County, Pennsylvania",1400000US42101011900,93,83,4685,0,25,5008,27038,19150,2592,502,457,3476,711,371,29,101,16,45,65,101,52,192,117,86,82,73,42,101,011900
42,101,012000,42101012000,120,Census Tract 120,G5020,S,600670,0,+39.9955322,-075.2297466,"Census Tract 120, Philadelphia County, Pennsylvania",1400000US42101012000,628,537,1071,159,122,1924,65804,25604,748,69,194,1039,76,207,1,13,28,24,8,16,6,14,42,17,46,9,42,101,012000
42,101,012100,42101012100,121,Census Tract 121,G5020,S,876796,5378,+39.9964998,-075.2223795,"Census Tract 121, Philadelphia County, Pennsylvania",1400000US42101012100,579,570,2302,146,126,3134,43125,26482,1558,245,382,2363,281,293,27,30,30,52,9,61,44,52,64,106,69,233,42,101,012100
42,101,012500,42101012500,125,Census Tract 125,G5020,S,864871,32791,+39.9613701,-075.1720837,"Census Tract 125, Philadelphia County, Pennsylvania",1400000US42101012500,3685,3537,619,1000,172,5406,76599,67869,3527,172,1466,4474,174,38,128,19,99,90,21,43,22,22,165,192,114,190,42,101,012500
42,101,013100,42101013100,131,Census Tract 131,G5020,S,322155,0,+39.9651312,-075.1507381,"Census Tract 131, Philadelphia County, Pennsylvania",1400000US42101013100,464,445,928,87,65,1583,42016,29824,820,113,268,1075,195,148,0,6,34,12,0,13,12,35,35,0,19,0,42,101,013100
42,101,013500,42101013500,135,Census Tract 135,G5020,S,404892,0,+39.9693564,-075.1700367,"Census Tract 135, Philadelphia County, Pennsylvania",1400000US42101013500,2661,2562,1030,155,366,4146,77429,41703,1738,279,1098,3228,268,403,31,15,58,0,43,28,69,64,74,57,11,0,42,101,013500
42,101,013700,42101013700,137,Census Tract 137,G5020,S,589734,0,+39.9772751,-075.1842323,"Census Tract 137, Philadelphia County, Pennsylvania",1400000US42101013700,1230,1080,3627,42,305,5026,42442,34059,2829,500,681,3490,427,510,43,50,50,0,26,19,0,0,55,58,175,41,42,101,013700
42,101,003002,42101003002,30.02,Census Tract 30.02,G5020,S,226951,0,+39.9327263,-075.1711915,"Census Tract 30.02, Philadelphia County, Pennsylvania",1400000US42101003002,846,812,1876,56,50,2869,32115,27531,1580,395,387,2332,104,146,0,66,43,48,31,21,35,40,65,104,24,23,42,101,003002
42,101,031401,42101031401,314.01,Census Tract 314.01,G5020,S,594849,0,+40.0457134,-075.0665728,"Census Tract 314.01, Philadelphia County, Pennsylvania",1400000US42101031401,2121,1632,1423,1778,1693,7121,36201,16581,2310,1408,354,4318,770,1110,33,41,18,1,0,25,62,21,87,44,0,42,42,101,031401
42,101,013401,42101013401,134.01,Census Tract 134.01,G5020,S,164058,0,+39.9659574,-075.1752507,"Census Tract 134.01, Philadelphia County, Pennsylvania",1400000US42101013401,2180,2168,61,101,38,2398,88019,78571,1597,43,832,2197,71,95,35,64,42,62,48,44,53,47,99,95,39,177,42,101,013401
42,101,018002,42101018002,180.02,Census Tract 180.02,G5020,S,439791,0,+39.9836344,-075.1067096,"Census Tract 180.02, Philadelphia County, Pennsylvania",1400000US42101018002,5614,5310,3,243,357,6017,37146,24062,2497,824,641,4131,906,615,88,46,22,55,35,54,70,52,47,21,70,83,42,101,018002
42,101,013800,42101013800,138,Census Tract 138,G5020,S,341256,0,+39.9764504,-075.1771771,"Census Tract 138, Philadelphia County, Pennsylvania",1400000US42101013800,320,285,1447,4,141,1959,31939,23071,1112,272,254,1427,207,189,11,19,12,6,14,5,5,24,24,28,28,13,42,101,013800
42,101,013900,42101013900,139,Census Tract 139,G5020,S,562937,0,+39.9750563,-075.1711846,"Census Tract 139, Philadelphia County, Pennsylvania",1400000US42101013900,527,466,1551,7,149,2195,22244,16577,1160,450,217,1664,188,187,14,74,39,29,23,23,38,37,46,22,27,62,42,101,013900
42,101,014100,42101014100,141,Census Tract 141,G5020,S,562136,0,+39.9708770,-075.1524556,"Census Tract 141, Philadelphia County, Pennsylvania",1400000US42101014100,667,448,1792,133,234,2797,22917,23142,1154,527,252,1996,142,314,9,19,23,19,20,32,41,69,196,42,10,91,42,101,014100
42,101,014200,42101014200,142,Census Tract 142,G5020,S,788168,277434,+39.9652375,-075.1359612,"Census Tract 142, Philadelphia County, Pennsylvania",1400000US42101014200,3276,2885,507,351,590,4479,96544,69661,2370,199,1451,3741,78,414,24,52,20,0,2,0,20,9,11,0,3,0,42,101,014200
42,101,035701,42101035701,357.01,Census Tract 357.01,G5020,S,598629,718,+40.1095846,-075.0286811,"Census Tract 357.01, Philadelphia County, Pennsylvania",1400000US42101035701,2639,2612,335,1533,190,4944,34130,20421,1950,457,1090,3608,505,466,57,35,42,79,33,45,57,58,157,125,41,63,42,101,035701
42,101,035702,42101035702,357.02,Census Tract 357.02,G5020,S,1559149,0,+40.1130914,-075.0374316,"Census Tract 357.02, Philadelphia County, Pennsylvania",1400000US42101035702,3139,2949,94,711,322,4165,37481,20168,1814,245,583,2989,533,421,14,125,5,48,20,0,24,35,35,61,21,0,42,101,035702
42,101,033701,42101033701,337.01,Census Tract 337.01,G5020,S,981961,0,+40.0672480,-075.0482645,"Census Tract 337.01, Philadelphia County, Pennsylvania",1400000US42101033701,4552,3347,1289,405,1617,6987,39289,19842,2373,989,832,4768,956,654,31,33,276,62,28,41,52,189,224,41,70,121,42,101,033701
42,101,033702,42101033702,337.02,Census Tract 337.02,G5020,S,1057798,0,+40.0707532,-075.0578212,"Census Tract 337.02, Philadelphia County, Pennsylvania",1400000US42101033702,3261,3118,437,1124,247,5002,56108,25618,2036,746,587,3722,408,501,87,23,117,97,85,67,21,133,58,78,92,39,42,101,033702
42,101,020102,42101020102,201.02,Census Tract 201.02,G5020,S,373023,0,+40.0111417,-075.1545685,"Census Tract 201.02, Philadelphia County, Pennsylvania",1400000US42101020102,18,18,2862,0,85,2931,39971,35321,1717,431,292,1972,425,154,68,52,16,0,13,38,57,52,22,61,49,59,42,101,020102
42,101,031101,42101031101,311.01,Census Tract 311.01,G5020,S,349649,0,+40.0422496,-075.0785449,"Census Tract 311.01, Philadelphia County, Pennsylvania",1400000US42101031101,1609,819,2297,477,1741,5457,33858,14144,1777,760,327,2936,887,992,60,57,39,35,23,8,14,62,60,26,0,29,42,101,031101
42,101,031102,42101031102,311.02,Census Tract 311.02,G5020,S,398109,0,+40.0370846,-075.0833744,"Census Tract 311.02, Philadelphia County, Pennsylvania",1400000US42101031102,690,451,2577,401,1360,4469,42845,22157,1576,475,206,2547,650,777,39,38,10,14,38,14,10,14,21,51,49,8,42,101,031102
42,101,019502,42101019502,195.02,Census Tract 195.02,G5020,S,370299,0,+40.0034030,-075.1300445,"Census Tract 195.02, Philadelphia County, Pennsylvania",1400000US42101019502,2005,480,489,0,2994,3940,23114,10669,1338,1075,9,2059,698,728,5,0,41,5,0,0,20,25,63,13,0,0,42,101,019502
42,101,019501,42101019501,195.01,Census Tract 195.01,G5020,S,393883,0,+40.0004303,-075.1316227,"Census Tract 195.01, Philadelphia County, Pennsylvania",1400000US42101019501,2291,323,328,0,3951,4438,15892,10807,1867,1222,148,2648,561,599,42,64,37,28,16,26,11,74,70,0,89,5,42,101,019501
42,101,028902,42101028902,289.02,Census Tract 289.02,G5020,S,772347,17257,+40.0216105,-075.1116877,"Census Tract 289.02, Philadelphia County, Pennsylvania",1400000US42101028902,1847,477,1610,580,4519,7068,30634,13579,2116,1544,375,4124,1214,814,17,62,42,34,16,19,31,69,82,44,0,0,42,101,028902
42,101,033101,42101033101,331.01,Census Tract 331.01,G5020,S,486954,0,+40.0403093,-075.0379505,"Census Tract 331.01, Philadelphia County, Pennsylvania",1400000US42101033101,4364,4028,224,108,375,4854,59314,24714,1882,210,497,3361,488,633,66,49,70,101,15,0,21,29,89,57,26,36,42,101,033101
42,101,033102,42101033102,331.02,Census Tract 331.02,G5020,S,719269,0,+40.0451086,-075.0272928,"Census Tract 331.02, Philadelphia County, Pennsylvania",1400000US42101033102,3173,2898,324,66,420,3801,44309,25313,1790,394,339,2762,392,429,10,40,74,0,13,56,12,68,72,39,33,78,42,101,033102
42,101,031501,42101031501,315.01,Census Tract 315.01,G5020,S,587242,0,+40.0365919,-075.0481642,"Census Tract 315.01, Philadelphia County, Pennsylvania",1400000US42101031501,5392,4950,357,739,800,6774,50714,22545,2397,655,540,4615,978,670,91,59,36,99,0,47,44,54,308,91,13,53,42,101,031501
42,101,001102,42101001102,11.02,Census Tract 11.02,G5020,S,204062,0,+39.9442654,-075.1566960,"Census Tract 11.02, Philadelphia County, Pennsylvania",1400000US42101001102,1848,1817,181,367,31,2471,64038,70012,1700,25,764,2041,136,100,32,17,19,18,9,0,0,0,44,0,9,0,42,101,001102
42,101,000803,42101000803,8.03,Census Tract 8.03,G5020,S,152820,0,+39.9493748,-075.1742489,"Census Tract 8.03, Philadelphia County, Pennsylvania",1400000US42101000803,2574,2445,92,253,129,3096,59560,77192,2234,1,1305,2608,30,244,43,113,53,110,45,16,62,48,56,111,28,55,42,101,000803
42,101,980900,42101980900,9809,Census Tract 9809,G5020,S,17334383,3358114,+39.9051802,-075.2174146,"Census Tract 9809, Philadelphia County, Pennsylvania",1400000US42101980900,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980900
42,101,017201,42101017201,172.01,Census Tract 172.01,G5020,S,262958,0,+39.9993972,-075.1686145,"Census Tract 172.01, Philadelphia County, Pennsylvania",1400000US42101017201,160,110,2016,164,50,2590,29853,25028,1590,394,179,2058,341,87,15,27,39,39,25,8,14,42,45,60,18,30,42,101,017201
42,101,980800,42101980800,9808,Census Tract 9808,G5020,S,2104030,43822,+39.9715079,-075.2620728,"Census Tract 9808, Philadelphia County, Pennsylvania",1400000US42101980800,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980800
42,101,008601,42101008601,86.01,Census Tract 86.01,G5020,S,252480,0,+39.9537341,-075.2165930,"Census Tract 86.01, Philadelphia County, Pennsylvania",1400000US42101008601,1658,1508,924,450,297,3157,53393,34384,1590,191,830,2514,208,187,9,28,86,43,16,10,42,0,58,29,42,25,42,101,008601
42,101,037700,42101037700,377,Census Tract 377,G5020,S,736883,0,+39.9824381,-075.1506931,"Census Tract 377, Philadelphia County, Pennsylvania",1400000US42101037700,2229,1650,2310,465,954,5410,22879,9269,1653,270,228,1774,403,401,0,11,42,19,0,0,21,21,29,9,10,5,42,101,037700
42,101,980000,42101980000,9800,Census Tract 9800,G5020,S,8923039,1500478,+39.9880151,-075.1968000,"Census Tract 9800, Philadelphia County, Pennsylvania",1400000US42101980000,321,315,89,135,66,691,62000,7838,52,0,8,80,38,45,0,0,0,0,0,0,3,0,0,0,0,0,42,101,980000
42,101,010700,42101010700,107,Census Tract 107,G5020,S,460475,0,+39.9687475,-075.2069442,"Census Tract 107, Philadelphia County, Pennsylvania",1400000US42101010700,125,125,3498,13,37,3698,19719,13303,1785,478,148,2081,541,659,4,18,21,0,11,0,61,25,14,65,0,0,42,101,010700
42,101,010800,42101010800,108,Census Tract 108,G5020,S,585733,0,+39.9660217,-075.1989890,"Census Tract 108, Philadelphia County, Pennsylvania",1400000US42101010800,353,345,3600,43,40,4219,21739,14985,2046,563,231,2539,607,644,43,20,36,12,32,12,52,34,64,16,40,23,42,101,010800
42,101,010600,42101010600,106,Census Tract 106,G5020,S,265467,0,+39.9646327,-075.2079213,"Census Tract 106, Philadelphia County, Pennsylvania",1400000US42101010600,128,128,1308,129,64,1667,19111,13487,811,229,27,1137,250,211,0,31,0,4,9,0,78,26,20,32,0,11,42,101,010600
42,101,005400,42101005400,54,Census Tract 54,G5020,S,1846263,530013,+39.8886712,-075.2523536,"Census Tract 54, Philadelphia County, Pennsylvania",1400000US42101005400,251,188,1199,117,98,1646,52557,32289,712,183,197,1161,140,195,28,22,18,0,0,0,45,32,24,9,27,28,42,101,005400
42,101,005500,42101005500,55,Census Tract 55,G5020,S,1168597,12010,+39.9074191,-075.2489174,"Census Tract 55, Philadelphia County, Pennsylvania",1400000US42101005500,876,658,4867,102,634,6341,55750,25839,2650,503,503,4574,591,575,16,80,91,88,88,29,71,73,199,24,56,165,42,101,005500
42,101,005600,42101005600,56,Census Tract 56,G5020,S,840413,0,+39.8988328,-075.2447347,"Census Tract 56, Philadelphia County, Pennsylvania",1400000US42101005600,81,53,938,22,36,1095,24167,21539,634,156,104,667,195,111,0,5,8,12,8,0,8,0,10,12,0,0,42,101,005600
42,101,000500,42101000500,5,Census Tract 5,G5020,S,428780,0,+39.9519534,-075.1581776,"Census Tract 5, Philadelphia County, Pennsylvania",1400000US42101000500,1124,874,809,397,345,2471,43702,28119,1003,335,391,2080,9,34,23,9,5,9,0,5,21,27,6,10,4,4,42,101,000500
42,101,000700,42101000700,7,Census Tract 7,G5020,S,246683,7087,+39.9510463,-075.1729143,"Census Tract 7, Philadelphia County, Pennsylvania",1400000US42101000700,2487,2144,456,681,355,3734,55250,75155,2949,120,1036,3269,58,16,34,75,20,57,17,0,50,100,72,114,0,40,42,101,000700
42,101,034803,42101034803,348.03,Census Tract 348.03,G5020,S,1271528,8028,+40.0619780,-075.0024780,"Census Tract 348.03, Philadelphia County, Pennsylvania",1400000US42101034803,3537,3482,174,291,297,4253,68276,29690,1716,200,719,3197,513,280,23,52,83,64,56,72,37,69,90,82,172,69,42,101,034803
42,101,006000,42101006000,60,Census Tract 60,G5020,S,1088841,0,+39.9115239,-075.2381550,"Census Tract 60, Philadelphia County, Pennsylvania",1400000US42101006000,841,795,4921,501,165,6670,40794,19758,2781,991,410,4191,1059,680,17,98,83,26,24,87,65,100,65,48,160,40,42,101,006000
42,101,006100,42101006100,61,Census Tract 61,G5020,S,535223,0,+39.9149909,-075.2288107,"Census Tract 61, Philadelphia County, Pennsylvania",1400000US42101006100,364,349,2401,87,38,2860,31950,17841,1258,284,250,1954,363,250,11,18,27,27,20,43,32,26,89,56,46,27,42,101,006100
42,101,006300,42101006300,63,Census Tract 63,G5020,S,555597,0,+39.9210844,-075.2399761,"Census Tract 63, Philadelphia County, Pennsylvania",1400000US42101006300,289,141,3410,299,338,4162,26849,13358,1729,717,183,2610,624,561,14,0,54,20,23,0,7,61,54,24,21,0,42,101,006300
42,101,006400,42101006400,64,Census Tract 64,G5020,S,645374,16098,+39.9251805,-075.2428396,"Census Tract 64, Philadelphia County, Pennsylvania",1400000US42101006400,304,304,3467,310,98,4230,27766,13685,1623,388,157,2306,654,759,0,50,14,0,36,0,35,57,43,88,0,43,42,101,006400
42,101,026800,42101026800,268,Census Tract 268,G5020,S,774268,0,+40.0555493,-075.1399290,"Census Tract 268, Philadelphia County, Pennsylvania",1400000US42101026800,295,223,3567,160,470,4442,38026,24605,2122,467,380,3356,376,446,46,81,104,58,42,25,92,85,97,62,59,163,42,101,026800
42,101,005000,42101005000,50,Census Tract 50,G5020,S,4520884,3334796,+39.8898568,-075.1693899,"Census Tract 50, Philadelphia County, Pennsylvania",1400000US42101005000,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,005000
42,101,014400,42101014400,144,Census Tract 144,G5020,S,609439,0,+39.9722286,-075.1400952,"Census Tract 144, Philadelphia County, Pennsylvania",1400000US42101014400,2488,1770,606,190,1446,4055,65781,35823,1898,421,872,2856,431,357,28,0,108,55,39,0,21,11,69,22,12,30,42,101,014400
42,101,036600,42101036600,366,Census Tract 366,G5020,S,1004519,1426274,+39.9469291,-075.1404797,"Census Tract 366, Philadelphia County, Pennsylvania",1400000US42101036600,1561,1522,187,319,158,2345,122869,77869,1642,91,666,2083,96,89,91,64,40,0,0,21,24,22,30,0,63,0,42,101,036600
42,101,028100,42101028100,281,Census Tract 281,G5020,S,503541,0,+40.0304473,-075.1491299,"Census Tract 281, Philadelphia County, Pennsylvania",1400000US42101028100,335,95,4165,34,395,4792,37422,19738,1495,489,426,2961,558,745,43,26,55,0,0,12,89,89,65,30,49,74,42,101,028100
42,101,035302,42101035302,353.02,Census Tract 353.02,G5020,S,1498640,17290,+40.0730754,-074.9968678,"Census Tract 353.02, Philadelphia County, Pennsylvania",1400000US42101035302,4004,3764,400,68,267,4583,53518,29206,1990,342,399,3493,406,450,34,60,56,146,41,41,53,86,172,76,90,81,42,101,035302
42,101,002000,42101002000,20,Census Tract 20,G5020,S,289368,0,+39.9381416,-075.1843145,"Census Tract 20, Philadelphia County, Pennsylvania",1400000US42101002000,513,505,1225,38,22,1896,42500,32472,1105,192,354,1489,186,93,29,18,30,20,0,0,61,14,33,11,0,39,42,101,002000
42,101,014300,42101014300,143,Census Tract 143,G5020,S,570961,282807,+39.9678118,-075.1249943,"Census Tract 143, Philadelphia County, Pennsylvania",1400000US42101014300,1599,1553,35,142,93,1844,82692,46702,924,82,620,1601,102,77,19,26,23,13,21,0,9,6,18,10,0,0,42,101,014300
42,101,001101,42101001101,11.01,Census Tract 11.01,G5020,S,174011,0,+39.9449918,-075.1625240,"Census Tract 11.01, Philadelphia County, Pennsylvania",1400000US42101001101,2725,2436,233,317,368,3436,65000,56755,2252,70,862,2757,21,182,29,18,84,58,16,0,0,96,108,3,33,15,42,101,001101
42,101,027402,42101027402,274.02,Census Tract 274.02,G5020,S,511360,0,+40.0390702,-075.1251352,"Census Tract 274.02, Philadelphia County, Pennsylvania",1400000US42101027402,545,370,4158,441,2141,7113,39306,18095,2451,1037,440,4283,895,967,59,15,89,92,0,0,61,0,101,61,0,42,42,101,027402
42,101,036502,42101036502,365.02,Census Tract 365.02,G5020,S,1733146,0,+40.1235705,-074.9993523,"Census Tract 365.02, Philadelphia County, Pennsylvania",1400000US42101036502,3790,3679,0,192,306,4245,88512,35168,1510,254,505,3187,541,286,48,40,44,90,35,23,55,110,72,113,68,89,42,101,036502
42,101,000401,42101000401,4.01,Census Tract 4.01,G5020,S,216838,15884,+39.9541871,-075.1758082,"Census Tract 4.01, Philadelphia County, Pennsylvania",1400000US42101000401,1655,1577,314,524,114,2591,62821,62765,1981,167,872,2328,30,42,9,50,104,20,23,0,29,32,58,46,28,0,42,101,000401
42,101,034501,42101034501,345.01,Census Tract 345.01,G5020,S,447469,0,+40.0749091,-075.0392089,"Census Tract 345.01, Philadelphia County, Pennsylvania",1400000US42101034501,2306,2053,693,385,453,3593,27116,25375,1943,278,443,2800,336,330,43,102,108,70,41,159,56,84,68,174,86,238,42,101,034501
42,101,000901,42101000901,9.01,Census Tract 9.01,G5020,S,105511,0,+39.9478866,-075.1623004,"Census Tract 9.01, Philadelphia County, Pennsylvania",1400000US42101000901,1541,1435,114,300,134,2030,44444,46227,1712,0,719,1698,40,32,0,72,25,76,0,0,0,9,10,0,0,0,42,101,000901
42,101,017702,42101017702,177.02,Census Tract 177.02,G5020,S,489258,0,+39.9950621,-075.1231399,"Census Tract 177.02, Philadelphia County, Pennsylvania",1400000US42101017702,1584,200,1164,0,3949,4980,18125,10518,1845,1380,137,2822,744,877,15,62,15,16,15,0,20,69,88,36,40,0,42,101,017702
42,101,023800,42101023800,238,Census Tract 238,G5020,S,781630,0,+40.0389370,-075.1827038,"Census Tract 238, Philadelphia County, Pennsylvania",1400000US42101023800,1289,1216,2645,45,146,4347,68370,37066,2387,233,760,3511,371,286,51,126,44,58,67,15,87,41,55,65,10,84,42,101,023800
42,101,010900,42101010900,109,Census Tract 109,G5020,S,248168,0,+39.9649286,-075.1917650,"Census Tract 109, Philadelphia County, Pennsylvania",1400000US42101010900,541,489,2047,85,106,2778,23231,14785,1147,202,136,1312,390,388,15,24,45,0,23,0,41,17,49,46,10,17,42,101,010900
42,101,024800,42101024800,248,Census Tract 248,G5020,S,319263,0,+40.0468442,-075.1668818,"Census Tract 248, Philadelphia County, Pennsylvania",1400000US42101024800,54,54,2089,0,89,2295,46250,18406,840,180,99,1367,394,302,30,12,31,16,14,7,36,30,12,30,23,0,42,101,024800
42,101,018800,42101018800,188,Census Tract 188,G5020,S,663288,0,+39.9973659,-075.1058296,"Census Tract 188, Philadelphia County, Pennsylvania",1400000US42101018800,3708,1812,2150,174,4576,8580,25919,10992,2852,1772,92,4883,1326,1751,18,21,20,51,42,0,15,34,107,62,59,54,42,101,018800
42,101,033500,42101033500,335,Census Tract 335,G5020,S,943009,0,+40.0546016,-075.0648662,"Census Tract 335, Philadelphia County, Pennsylvania",1400000US42101033500,1968,1710,554,846,734,4187,49000,21704,1459,562,549,2873,447,629,32,26,102,52,28,0,43,133,22,92,35,51,42,101,033500
42,101,007700,42101007700,77,Census Tract 77,G5020,S,322265,0,+39.9463523,-075.2082583,"Census Tract 77, Philadelphia County, Pennsylvania",1400000US42101007700,926,836,452,378,138,1915,32277,18864,798,55,238,843,64,48,1,0,0,6,0,5,5,4,2,0,5,6,42,101,007700
42,101,014000,42101014000,140,Census Tract 140,G5020,S,439803,0,+39.9735358,-075.1630966,"Census Tract 140, Philadelphia County, Pennsylvania",1400000US42101014000,949,890,1964,271,228,3426,36923,21689,1632,228,328,1967,310,378,15,0,36,34,50,0,28,8,81,11,11,4,42,101,014000
42,101,003001,42101003001,30.01,Census Tract 30.01,G5020,S,226547,0,+39.9290640,-075.1719912,"Census Tract 30.01, Philadelphia County, Pennsylvania",1400000US42101003001,2005,1718,652,1418,313,4177,51667,29856,1820,570,957,3195,389,217,28,69,39,7,37,54,90,25,47,61,25,55,42,101,003001
42,101,002802,42101002802,28.02,Census Tract 28.02,G5020,S,362691,0,+39.9288001,-075.1614073,"Census Tract 28.02, Philadelphia County, Pennsylvania",1400000US42101002802,4077,3783,34,1210,635,5707,67183,38784,2420,773,1378,4647,320,493,50,47,66,19,63,48,57,30,143,118,86,139,42,101,002802
42,101,980700,42101980700,9807,Census Tract 9807,G5020,S,5958310,1730024,+39.9104906,-075.1431780,"Census Tract 9807, Philadelphia County, Pennsylvania",1400000US42101980700,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980700
42,101,002701,42101002701,27.01,Census Tract 27.01,G5020,S,224841,0,+39.9285526,-075.1537033,"Census Tract 27.01, Philadelphia County, Pennsylvania",1400000US42101002701,2483,1705,958,834,901,4422,54957,25982,1729,773,727,3183,470,331,0,43,11,69,35,7,8,46,1,90,71,25,42,101,002701
42,101,980600,42101980600,9806,Census Tract 9806,G5020,S,1286762,0,+39.9055381,-075.1707147,"Census Tract 9806, Philadelphia County, Pennsylvania",1400000US42101980600,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980600
42,101,034702,42101034702,347.02,Census Tract 347.02,G5020,S,1016206,0,+40.0570427,-075.0283288,"Census Tract 347.02, Philadelphia County, Pennsylvania",1400000US42101034702,2779,2722,181,486,310,3768,75994,34808,1486,134,654,2818,298,438,57,96,36,22,8,23,96,96,96,18,45,83,42,101,034702
42,101,034801,42101034801,348.01,Census Tract 348.01,G5020,S,1385962,5188,+40.0534743,-075.0161400,"Census Tract 348.01, Philadelphia County, Pennsylvania",1400000US42101034801,4225,3885,153,36,381,4464,53429,28508,2016,344,306,3430,482,364,39,99,121,91,53,11,69,124,93,197,56,30,42,101,034801
42,101,034802,42101034802,348.02,Census Tract 348.02,G5020,S,1232183,8015,+40.0687035,-075.0097300,"Census Tract 348.02, Philadelphia County, Pennsylvania",1400000US42101034802,3562,3124,1543,0,784,5639,42313,26472,2290,393,501,3571,830,752,37,85,141,19,61,37,65,90,31,89,74,35,42,101,034802
42,101,034900,42101034900,349,Census Tract 349,G5020,S,1944025,0,+40.0453848,-075.0090767,"Census Tract 349, Philadelphia County, Pennsylvania",1400000US42101034900,3179,2800,1148,477,1065,5792,50713,23622,2404,759,282,4062,436,703,72,155,73,26,0,14,57,53,165,128,0,28,42,101,034900
42,101,035100,42101035100,351,Census Tract 351,G5020,S,997442,666018,+40.0488411,-074.9859716,"Census Tract 351, Philadelphia County, Pennsylvania",1400000US42101035100,3821,3781,347,58,40,4245,53309,37561,2568,391,820,3848,165,127,33,94,174,107,96,163,92,100,225,123,184,213,42,101,035100
42,101,004201,42101004201,42.01,Census Tract 42.01,G5020,S,361680,0,+39.9219554,-075.1512640,"Census Tract 42.01, Philadelphia County, Pennsylvania",1400000US42101004201,4457,4244,56,771,241,5337,57670,31163,2299,579,764,4064,540,527,0,29,148,20,129,30,25,17,51,113,134,40,42,101,004201
42,101,028800,42101028800,288,Census Tract 288,G5020,S,447270,0,+40.0222577,-075.1240187,"Census Tract 288, Philadelphia County, Pennsylvania",1400000US42101028800,990,275,796,477,2845,4531,30205,13592,1518,1251,101,2759,635,739,8,0,52,11,20,0,48,52,32,41,18,9,42,101,028800
42,101,011700,42101011700,117,Census Tract 117,G5020,S,654025,0,+39.9919070,-075.2404370,"Census Tract 117, Philadelphia County, Pennsylvania",1400000US42101011700,992,957,772,222,61,2043,73083,16631,369,38,162,670,64,60,10,8,8,32,0,9,8,16,26,16,22,4,42,101,011700
